ID,climate_change_perception,tampering,maturity,benefit,cost,risk,trust,emotion,distance,dac_knowledge,storage_knowledge,initial_storage_support,final_storage_support,initial_dac_support,final_dac_support,age,gender,education,occupation,state,trust_in_science,trust_in_politics,trust_in_industry,trust_in_un,trust_in_eu,trust_in_ngos,trust_in_media
99915402,4.75,3.3333333333333335,1.0,2.6666666666666665,3.0,3.2,3.2857142857142856,1.0,5.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,1.0,7.0,2.0,9.0,5.0,2.0,1.0,5.0,4.0,2.0,4.0
99915354,3.75,3.3333333333333335,3.0,3.0,3.0,3.0,2.142857142857143,2.0,3.6666666666666665,1.0,3.0,4.0,3.0,3.0,3.0,6.0,2.0,7.0,6.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0
99915106,2.25,4.666666666666667,3.0,2.6666666666666665,3.5,4.2,3.142857142857143,1.0,4.333333333333333,1.0,2.0,4.0,4.0,3.0,3.0,4.0,1.0,4.0,2.0,9.0,5.0,1.0,1.0,4.0,5.0,5.0,1.0
99914721,4.75,3.0,3.0,3.0,3.5,2.8,1.8571428571428572,2.0,5.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,10.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0
99914598,3.75,3.3333333333333335,3.0,3.0,3.0,3.2,2.7142857142857144,2.0,4.666666666666667,1.0,2.0,4.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,5.0,2.0,3.0,3.0,2.0,3.0,1.0
99914547,1.5,4.0,3.0,1.6666666666666667,2.0,3.0,1.2857142857142858,1.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
99914237,3.0,1.0,4.0,5.0,5.0,2.6,4.714285714285714,2.0,3.3333333333333335,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,8.0,2.0,7.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0
99914081,4.25,2.0,4.0,4.0,4.0,2.8,4.142857142857143,2.0,3.3333333333333335,4.0,4.0,4.0,5.0,4.0,4.0,3.0,1.0,4.0,2.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
99913888,5.0,5.0,1.0,1.0,2.5,3.4,3.2857142857142856,1.0,5.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,2.0,3.0,2.0,3.0,5.0,1.0,4.0,3.0,3.0,5.0,2.0
99913855,4.0,3.0,3.0,3.3333333333333335,3.0,3.4,2.7142857142857144,2.0,2.3333333333333335,1.0,1.0,3.0,4.0,3.0,4.0,6.0,2.0,3.0,2.0,14.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0
99913585,5.0,5.0,2.0,1.6666666666666667,4.0,2.8,3.4285714285714284,1.0,5.0,1.0,3.0,1.0,1.0,3.0,1.0,6.0,2.0,4.0,6.0,9.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0
99913573,2.5,3.0,3.0,3.0,2.5,3.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
99913556,5.0,3.0,3.0,3.3333333333333335,4.0,2.8,3.4285714285714284,2.0,3.6666666666666665,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,6.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0
99913299,3.75,4.666666666666667,2.0,2.6666666666666665,3.5,3.6,3.4285714285714284,1.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,10.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0
99913194,5.0,3.0,2.0,3.3333333333333335,4.0,3.2,4.0,1.0,3.6666666666666665,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,6.0,1.0,16.0,5.0,4.0,2.0,4.0,4.0,5.0,4.0
99912897,4.25,3.3333333333333335,2.0,2.0,4.0,2.8,4.142857142857143,1.0,4.666666666666667,1.0,3.0,4.0,2.0,3.0,2.0,5.0,2.0,7.0,2.0,13.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0
99912605,4.25,3.6666666666666665,3.0,2.6666666666666665,3.0,2.4,2.2857142857142856,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,6.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0
99912449,5.0,3.0,3.0,3.0,3.0,3.0,2.2857142857142856,2.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,6.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0
99912392,5.0,3.3333333333333335,4.0,3.6666666666666665,3.5,3.6,3.7142857142857144,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,7.0,2.0,7.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0
99912370,3.25,3.6666666666666665,3.0,3.0,3.5,3.0,3.142857142857143,2.0,5.0,1.0,1.0,2.0,3.0,2.0,3.0,6.0,2.0,2.0,6.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0
99912237,5.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,1.0,2.0,4.0,4.0,4.0,4.0,6.0,2.0,3.0,6.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
99912106,4.75,1.6666666666666667,3.0,4.0,5.0,3.0,2.857142857142857,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,1.0,7.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0
99911980,2.25,5.0,1.0,1.6666666666666667,2.0,3.4,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99911896,5.0,2.3333333333333335,5.0,5.0,4.0,3.0,4.571428571428571,2.0,5.0,1.0,1.0,4.0,5.0,4.0,5.0,6.0,2.0,7.0,6.0,14.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0
99911772,5.0,2.6666666666666665,3.0,4.333333333333333,4.0,3.4,4.428571428571429,2.0,3.3333333333333335,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,7.0,2.0,10.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0
99911655,4.75,3.6666666666666665,3.0,3.0,2.5,3.2,3.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,3.0,6.0,10.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0
99911509,5.0,3.0,4.0,3.3333333333333335,3.0,3.6,4.0,2.0,5.0,1.0,1.0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,6.0,16.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
99911363,3.5,4.0,4.0,3.3333333333333335,2.5,2.8,2.7142857142857144,2.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,5.0,2.0,4.0,2.0,16.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0
99911201,3.75,3.3333333333333335,2.0,3.0,3.5,3.4,3.5714285714285716,2.0,5.0,1.0,3.0,4.0,2.0,3.0,3.0,6.0,2.0,7.0,2.0,13.0,5.0,4.0,5.0,3.0,2.0,3.0,3.0
99911134,5.0,5.0,1.0,2.0,4.0,3.2,2.2857142857142856,1.0,3.3333333333333335,3.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,6.0,2.0,12.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0
99911045,5.0,3.3333333333333335,3.0,3.0,3.5,3.2,2.5714285714285716,2.0,3.6666666666666665,1.0,3.0,3.0,3.0,3.0,3.0,6.0,2.0,5.0,2.0,10.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0
99910841,2.5,3.3333333333333335,3.0,3.0,3.0,3.0,2.2857142857142856,2.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,7.0,2.0,13.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0
99910623,4.0,3.0,3.0,3.3333333333333335,3.5,3.4,2.857142857142857,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,2.0,6.0,2.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,1.0
99910596,4.0,2.3333333333333335,3.0,4.0,2.5,3.2,3.0,2.0,3.6666666666666665,3.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,7.0,2.0,13.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0
99910087,3.5,3.0,3.0,3.3333333333333335,3.0,3.0,2.0,2.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,6.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0
99910068,4.25,4.333333333333333,2.0,2.6666666666666665,3.5,3.0,3.0,1.0,4.333333333333333,1.0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,4.0,4.0,10.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0
99910063,3.75,3.0,3.0,3.0,3.0,3.2,2.7142857142857144,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,2.0,7.0,6.0,16.0,5.0,2.0,2.0,3.0,2.0,3.0,2.0
99909660,5.0,1.6666666666666667,5.0,3.6666666666666665,3.0,3.0,4.142857142857143,2.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,6.0,1.0,4.0,5.0,14.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
99909474,4.75,3.0,3.0,3.0,4.0,2.8,3.142857142857143,2.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,6.0,4.0,2.0,4.0,2.0,1.0,4.0,4.0,5.0,2.0
99909427,4.5,3.0,3.0,3.0,3.0,3.0,2.7142857142857144,2.0,5.0,1.0,2.0,3.0,1.0,3.0,2.0,6.0,1.0,3.0,6.0,15.0,4.0,2.0,1.0,4.0,3.0,3.0,2.0
99909242,3.25,2.6666666666666665,2.0,3.0,3.0,3.0,2.7142857142857144,2.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,10.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0
99909228,5.0,3.3333333333333335,3.0,3.0,3.0,3.2,2.0,2.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
99909211,4.75,4.0,3.0,3.0,3.0,3.0,3.857142857142857,1.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,2.0,4.0,6.0,1.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0
99909117,5.0,3.0,3.0,3.3333333333333335,4.0,3.4,4.428571428571429,2.0,2.0,3.0,3.0,5.0,4.0,5.0,4.0,2.0,1.0,4.0,1.0,14.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0
99908935,3.5,2.3333333333333335,5.0,3.6666666666666665,3.0,3.0,1.0,2.0,2.3333333333333335,1.0,3.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99908920,3.75,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,2.0,3.0,3.0,3.0,4.0,6.0,2.0,4.0,6.0,1.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0
99908889,5.0,3.0,4.0,4.0,2.5,3.0,3.0,2.0,2.6666666666666665,1.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,6.0,4.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0
99908850,5.0,2.6666666666666665,3.0,4.0,4.0,3.0,2.5714285714285716,2.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,16.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0
99908825,4.5,4.333333333333333,4.0,4.0,4.5,4.0,5.0,2.0,2.3333333333333335,4.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,6.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
99908773,4.25,4.0,3.0,3.3333333333333335,3.0,3.2,3.2857142857142856,1.0,4.666666666666667,1.0,1.0,5.0,2.0,5.0,4.0,2.0,2.0,5.0,1.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,2.0
99908755,4.5,2.3333333333333335,3.0,3.0,3.0,3.0,3.2857142857142856,2.0,5.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,1.0,7.0,2.0,9.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0
99908419,1.75,1.6666666666666667,1.0,1.3333333333333333,1.5,2.0,1.7142857142857142,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
99908247,3.75,2.6666666666666665,4.0,3.0,3.5,3.2,2.857142857142857,2.0,3.3333333333333335,1.0,1.0,4.0,4.0,3.0,4.0,6.0,1.0,5.0,3.0,7.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0
99908132,3.75,2.6666666666666665,2.0,3.0,2.5,2.8,3.4285714285714284,2.0,2.6666666666666665,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0
99908027,4.75,5.0,2.0,2.6666666666666665,4.0,3.4,2.142857142857143,1.0,4.666666666666667,1.0,2.0,3.0,1.0,3.0,1.0,6.0,2.0,6.0,6.0,16.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0
99907562,3.75,3.6666666666666665,4.0,2.6666666666666665,2.0,3.4,3.0,2.0,4.666666666666667,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
99907484,4.5,3.3333333333333335,3.0,3.0,3.5,3.4,3.857142857142857,1.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,2.0,7.0,6.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0
99907467,3.75,2.0,4.0,4.0,2.5,3.2,2.142857142857143,2.0,2.3333333333333335,2.0,2.0,5.0,5.0,5.0,5.0,6.0,1.0,6.0,4.0,6.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
99907435,4.5,3.0,4.0,3.0,3.5,3.2,3.142857142857143,2.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,1.0,8.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0
99907393,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,7.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0
99907253,5.0,2.3333333333333335,3.0,3.3333333333333335,3.0,3.0,3.0,1.0,3.6666666666666665,1.0,3.0,2.0,3.0,3.0,3.0,6.0,2.0,7.0,6.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,2.0
99907244,3.25,2.3333333333333335,3.0,3.6666666666666665,2.0,2.8,3.142857142857143,2.0,3.3333333333333335,1.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,13.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0
99907105,3.75,4.0,3.0,3.0,3.0,3.0,3.142857142857143,2.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,7.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
99907075,4.25,4.0,3.0,3.3333333333333335,4.5,2.4,3.5714285714285716,2.0,3.6666666666666665,1.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,6.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0
99907032,4.5,3.3333333333333335,3.0,3.0,3.0,3.0,2.857142857142857,2.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0
99906959,3.75,3.3333333333333335,3.0,3.0,3.0,3.0,2.857142857142857,2.0,5.0,1.0,1.0,3.0,2.0,3.0,2.0,6.0,2.0,2.0,6.0,14.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0
99906879,2.25,4.0,2.0,1.6666666666666667,2.0,3.0,1.8571428571428572,1.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,6.0,1.0,2.0,6.0,10.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0
99906644,2.0,3.3333333333333335,3.0,3.6666666666666665,3.5,3.2,2.5714285714285716,2.0,3.3333333333333335,2.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,5.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0
99906379,4.0,3.6666666666666665,3.0,3.0,3.5,3.8,3.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,2.0,10.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0
99906332,5.0,3.0,4.0,3.0,3.0,3.4,2.857142857142857,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,15.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0
99906233,4.75,2.6666666666666665,3.0,4.0,3.5,3.2,3.4285714285714284,2.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,7.0,2.0,10.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0
99906199,4.5,3.0,3.0,3.3333333333333335,2.0,3.2,2.857142857142857,2.0,1.6666666666666667,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0
99906147,4.5,3.0,3.0,2.6666666666666665,3.0,3.2,1.7142857142857142,1.0,5.0,1.0,1.0,3.0,2.0,3.0,2.0,6.0,2.0,4.0,6.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0
99906065,2.25,5.0,1.0,1.0,2.5,2.8,1.1428571428571428,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,2.0,14.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
99905981,4.0,2.6666666666666665,3.0,2.6666666666666665,4.0,2.6,1.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99905894,5.0,3.0,4.0,4.0,3.0,3.0,3.5714285714285716,2.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,3.0,2.0,10.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0
99905735,5.0,3.6666666666666665,2.0,3.3333333333333335,3.0,3.4,4.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,5.0,1.0,10.0,5.0,4.0,2.0,5.0,5.0,5.0,2.0
99905703,2.0,3.3333333333333335,3.0,2.3333333333333335,2.5,2.8,1.5714285714285714,1.0,2.6666666666666665,1.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,13.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0
99905459,4.5,3.3333333333333335,3.0,3.3333333333333335,3.0,3.4,3.2857142857142856,2.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,6.0,2.0,4.0,6.0,15.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0
99905377,3.75,3.0,3.0,3.0,4.0,3.4,2.2857142857142856,2.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,2.0,4.0,2.0,12.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0
99905277,5.0,3.0,4.0,2.6666666666666665,2.5,3.4,2.7142857142857144,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,6.0,2.0,5.0,2.0,13.0,4.0,1.0,1.0,4.0,2.0,5.0,2.0
99905131,5.0,4.0,2.0,1.6666666666666667,3.0,3.6,3.0,1.0,5.0,1.0,2.0,5.0,2.0,5.0,1.0,4.0,1.0,7.0,2.0,10.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
99904643,4.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99904603,3.75,2.0,4.0,4.666666666666667,3.0,3.0,3.857142857142857,2.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,1.0,4.0,2.0,13.0,5.0,4.0,4.0,4.0,3.0,5.0,2.0
99904565,4.5,1.6666666666666667,4.0,3.3333333333333335,2.5,3.0,3.4285714285714284,2.0,2.6666666666666665,3.0,3.0,5.0,4.0,4.0,4.0,5.0,1.0,4.0,3.0,11.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0
99904489,5.0,3.0,3.0,3.0,3.0,3.0,3.2857142857142856,2.0,3.6666666666666665,1.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,10.0,3.0,2.0,2.0,4.0,4.0,5.0,3.0
99904306,5.0,2.3333333333333335,4.0,4.0,4.0,3.4,4.857142857142857,2.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,6.0,2.0,5.0,6.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
99904223,2.75,3.6666666666666665,4.0,3.0,3.0,3.6,2.4285714285714284,2.0,3.6666666666666665,1.0,1.0,4.0,3.0,3.0,3.0,6.0,1.0,7.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0
99904131,3.0,3.3333333333333335,4.0,3.0,3.0,3.0,3.2857142857142856,2.0,2.3333333333333335,1.0,1.0,3.0,3.0,3.0,3.0,6.0,2.0,3.0,3.0,13.0,5.0,2.0,4.0,4.0,4.0,2.0,2.0
99903921,3.5,3.3333333333333335,3.0,3.3333333333333335,3.0,3.2,4.142857142857143,2.0,5.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,2.0
99903913,4.75,3.0,3.0,3.0,3.0,3.0,1.5714285714285714,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,6.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0
99903873,3.25,4.0,3.0,2.0,3.5,3.0,3.0,2.0,4.0,1.0,1.0,4.0,3.0,3.0,3.0,6.0,1.0,2.0,6.0,11.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0
99903838,4.75,3.3333333333333335,3.0,3.0,3.0,3.0,3.142857142857143,2.0,5.0,1.0,1.0,5.0,4.0,5.0,4.0,6.0,1.0,7.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
99903789,4.25,3.6666666666666665,3.0,2.6666666666666665,3.0,3.2,2.7142857142857144,2.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,6.0,2.0,2.0,6.0,10.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0
99903744,5.0,4.0,2.0,3.6666666666666665,3.0,2.6,2.142857142857143,1.0,5.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,11.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0
99903739,3.75,3.0,3.0,3.0,3.5,3.2,3.142857142857143,2.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,6.0,1.0,4.0,2.0,10.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0
99903684,4.75,2.6666666666666665,3.0,4.333333333333333,3.5,3.0,3.2857142857142856,2.0,2.6666666666666665,4.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,6.0,1.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0
99903438,3.5,3.3333333333333335,3.0,3.6666666666666665,2.5,3.4,2.5714285714285716,2.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,6.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0
99903417,4.25,3.6666666666666665,4.0,4.0,3.0,4.2,3.857142857142857,2.0,3.3333333333333335,3.0,1.0,3.0,4.0,3.0,4.0,3.0,1.0,7.0,2.0,7.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0
99903393,2.25,4.0,1.0,1.0,2.0,3.4,1.2857142857142858,1.0,5.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,5.0,13.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
99903225,4.5,1.6666666666666667,3.0,3.3333333333333335,2.5,3.4,3.4285714285714284,2.0,3.3333333333333335,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,8.0,4.0,1.0,5.0,4.0,5.0,2.0,3.0,1.0,4.0
99903223,2.5,4.0,2.0,2.0,2.5,3.0,2.857142857142857,1.0,3.6666666666666665,1.0,3.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,2.0,14.0,4.0,1.0,4.0,3.0,2.0,4.0,2.0
99903209,3.5,2.3333333333333335,4.0,5.0,5.0,3.8,4.142857142857143,2.0,4.333333333333333,3.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,10.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0
99903118,3.0,4.0,3.0,1.6666666666666667,2.0,3.4,1.8571428571428572,1.0,5.0,1.0,1.0,3.0,1.0,3.0,1.0,6.0,2.0,6.0,2.0,6.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0
99903064,4.0,2.6666666666666665,3.0,3.0,3.0,3.0,3.142857142857143,2.0,2.6666666666666665,1.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,6.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0
99902949,3.5,3.0,4.0,3.0,3.0,3.2,3.4285714285714284,2.0,3.6666666666666665,1.0,1.0,4.0,3.0,4.0,3.0,6.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0
99902938,4.0,3.0,3.0,3.0,3.0,3.0,3.7142857142857144,2.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,2.0,4.0,2.0,7.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0
99902878,3.25,3.0,3.0,3.0,3.0,3.8,2.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
99902829,5.0,4.0,1.0,3.3333333333333335,3.5,3.4,2.5714285714285716,2.0,3.6666666666666665,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0
99902828,3.5,2.3333333333333335,3.0,3.0,2.5,3.2,2.7142857142857144,2.0,4.666666666666667,1.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,11.0,2.0,4.0,2.0,3.0,3.0,4.0,1.0
99902613,3.5,2.0,4.0,4.0,2.5,3.0,4.142857142857143,2.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,1.0,6.0,2.0,10.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
99902448,2.75,1.6666666666666667,4.0,4.666666666666667,3.0,3.4,3.4285714285714284,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,6.0,1.0,3.0,2.0,9.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0
99902413,4.5,2.0,3.0,4.0,3.5,3.0,3.5714285714285716,2.0,4.0,1.0,2.0,5.0,4.0,4.0,4.0,6.0,2.0,7.0,6.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0
